class,oldMethodName,newMethodName,tokens,similarity
/Users/rsain/Downloads/tests/HistoricoDocumentosServiceImpl_ESTest.java,testGetHistorioDocumentosThrowsException,testGetHistorioDocumentos,761,0.9469663153011032
/Users/rsain/Downloads/tests/HistoricoDocumentosServiceImpl_ESTest.java,testGetHistoricoSolicitud,testGetHistoricoSolicitud,436,1.0
/Users/rsain/Downloads/tests/HistoricoDocumentosServiceImpl_ESTest.java,testGetHistoricoSolicitudWithZero,testGetHistoricoSolicitudWithNullOutput,521,0.9256720276050115
/Users/rsain/Downloads/tests/HistoricoDocumentosServiceImpl_ESTest.java,testGetHistoricoAnexos,testGetHistoricoAnexos,413,1.0
/Users/rsain/Downloads/tests/HistoricoDocumentosServiceImpl_ESTest.java,testGetHistoricoAnexosDesistimiento,testGetHistoricoAnexosDesistimiento,531,1.0
/Users/rsain/Downloads/tests/HistoricoDocumentosServiceImpl_ESTest.java,testGetHistoricoAdjuntosEntreEntregas,testGetHistoricoAdjuntosEntreEntregas,287,1.0
/Users/rsain/Downloads/tests/HistoricoDocumentosServiceImpl_ESTest.java,testGetHistorioDocumentosThrowsRuntimeException,testGetHistoricoDocumentosWithNullIdExpTrewa,277,0.7878984841426878
/Users/rsain/Downloads/tests/HistoricoDocumentosServiceImpl_ESTest.java,testGetHistoricoSolicitudes,testGetHistoricoSolicitudesWithNullIdExpTrewa,426,0.7333857515456375
/Users/rsain/Downloads/tests/HistoricoDocumentosServiceImpl_ESTest.java,testGetHistoricoAdjuntos,testGetHistoricoAdjuntosWithNullIdExpTrewa,323,0.7535247149359522
/Users/rsain/Downloads/tests/HistoricoDocumentosServiceImpl_ESTest.java,testGetHistoricoAdjuntosWithZero,testGetHistoricoAdjuntosWithoutId,488,0.7940032382927756
/Users/rsain/Downloads/tests/HistoricoDocumentosServiceImpl_ESTest.java,testGetHistoricoAdjuntosThrowsNullPointerException,getHistoricoAdjuntosWithNullIdTest,288,0.8083390133655167
/Users/rsain/Downloads/tests/HistoricoDocumentosServiceImpl_ESTest.java,testGetHistoricoAdjuntosEntreEntregasThrowsNullPointerException,getHistoricoAdjuntosWithNullIdTest2,299,0.7135647011322092
/Users/rsain/Downloads/tests/HistoricoDocumentosServiceImpl_ESTest.java,testGetHistoricoAnexosThrowsNullPointerException,getHistoricoAnexosWithNullIdExpNullPointerException,292,0.8023838976843151
/Users/rsain/Downloads/tests/HistoricoDocumentosServiceImpl_ESTest.java,testGetHistoricoAnexosDesistimientoThrowsNullPointerException,getHistoricoAnexosDesistimientoWithNullIdExpNullPointerException,310,0.8105989184929344
/Users/rsain/Downloads/tests/HistoricoDocumentosServiceImpl_ESTest.java,testGetHistoricoSolicitudThrowsNullPointerException,getHistoricoSolicitudWithNullIdExpNullPointerException,317,0.8045856187480599
/Users/rsain/Downloads/tests/HistoricoDocumentosServiceImpl_ESTest.java,testGetHistoricoSolicitudesThrowsNullPointerException,testGetHistoricoSolicitudesWithNullIdExpNullPointerException,331,0.8875179330637567
/Users/rsain/Downloads/tests/HistoricoDocumentosServiceImpl_ESTest.java,testGetHistorioDocumentosThrowsNullPointerException,getHistoricoDocumentosWithNullInputAccionHistoricoDocumentos,351,0.7536092690636692
/Users/rsain/Downloads/tests/HistoricoDocumentosServiceImpl_ESTest.java,testGetHistoricoRecibiThrowsNullPointerException,getHistoricoRecibiWithNullIdExpNullPointerException,615,0.8119401421363217
/Users/rsain/Downloads/tests/FormulariosServiceImpl_ESTest.java,testGuardarDatosFormularioWithNull,testGuardarDatosFormulario,96,0.9084068179874983
/Users/rsain/Downloads/tests/FormulariosServiceImpl_ESTest.java,testCreatesFormulariosServiceImpl0,testGuardarDatosFormularioWithNullIdSolicitudesPDF,161,0.5789248233763348
/Users/rsain/Downloads/tests/FormulariosServiceImpl_ESTest.java,testGuardarDatosFormularioThrowsException,testGuardarDatosFormularioWithException,236,0.9540937424499082
/Users/rsain/Downloads/tests/FormulariosServiceImpl_ESTest.java,testCreatesFormulariosServiceImpl1,testGuardarDatosFormularioWithoutIdSolicitudesPDF,402,0.5744262326445239
/Users/rsain/Downloads/tests/FormulariosServiceImpl_ESTest.java,testRecuperarDatosFormulario,testRecuperarDatosFormulario,386,1.0
/Users/rsain/Downloads/tests/FormulariosServiceImpl_ESTest.java,testRecuperarDatosFormularioThrowsException,testRecuperarDatosFormularioWithException,388,0.9501378831972611
/Users/rsain/Downloads/tests/FormulariosServiceImpl_ESTest.java,testRecuperarDatosFormularioReturningJSONObjectWhereIsEmptyIsFalse,testRecuperarDatosFormularioWithOptional,597,0.5923929794130607
/Users/rsain/Downloads/tests/FormulariosServiceImpl_ESTest.java,testRecuperarDatosFormularioJSONThrowsException,testRecuperarDatosFormularioJSON,494,0.9931106545342975
/Users/rsain/Downloads/tests/FormulariosServiceImpl_ESTest.java,testRecuperarDatosFormularioJSON,testRecuperarDatosFormularioJSON2,552,1.0
/Users/rsain/Downloads/tests/FormulariosServiceImpl_ESTest.java,testRecuperarDatosFormularioReturningJSONObjectWhereIsEmptyIsTrue,testRecuperarDatosFormularioJSON3,533,0.791422897542026
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,testTramitacionAEventoDesistimientoThrowsException,testTramitacionAEventoDesistimiento,597,0.9714411753254499
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,testCrearActualizarFirmanteThrowsNullPointerException,testCrearActualizarFirmante,244,0.8763545627097717
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,testExtractoThrowsNullPointerException,testExtracto,159,0.7439753921920055
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,testObtenerIdDocEni,testObtenerIdDocEni,408,1.0
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,testCreatesMetodosEntregaServiceImplAndCallsCalcularIdAppAlfresco0,testCalcularIdAppAlfresco,160,0.8132788372739743
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,testCreatesMetodosEntregaServiceImplAndCallsCalcularIdAppAlfresco1,testCalcularIdAppAlfresco2,187,0.8132788372739743
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,testCalcularIdAppAlfrescoThrowsException,testCalcularIdAppAlfrescoWithInvalidInput,210,0.9522917275269234
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,testObtenerUnidadOrganica,testObtenerUnidadOrganica,457,1.0
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,testObtenerUnidadOrganicaThrowsException,testObtenerUnidadOrganicaWithException,541,0.9402198195487521
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,testCalcularIdAppAlfrescoThrowsNullPointerException,testCalcularIdAppAlfrescoWithNullInput,227,0.9569704248686565
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,testExtractoThrowsStringIndexOutOfBoundsException,testExtractoWithException,355,0.7423707188291762
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,testGetDatosProcesoEntregaDelFormularioThrowsNullPointerException,testGetDatosProcesoEntregaDelFormulario,272,0.94480945992558
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,testObtenerIdDocEniThrowsNullPointerException,testObtenerIdDocEniWithNullPointerException,271,0.9616196212160248
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,testCompruebaFaseEnPlazoWithNull,compruebaFaseEnPlazoWithNullInput,653,0.9506216476487002
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,testCrearDocumentoThrowsNullPointerException,testCrearDocumento,647,0.8384324823679085
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,testCrearFirmaThrowsNullPointerException,testCrearFirma,371,0.8391090205216005
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,testCompruebaFaseEnPlazoWithNonEmptyString,testCompruebaFaseEnPlazoWithNullPointerException,348,0.9370069459023596
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,testExtractoAndExtractoWithNegativeAndExtractoWithEmptyString0,testExtractoWithTimeout,386,0.862241909648186
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,testExtractoAndExtractoWithNegativeAndExtractoWithEmptyString1,testExtractoWithTimeout2,329,0.862241909648186
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,testExtractoWithZero,testExtractoWithTimeout3,325,0.9436424348707975
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,testExtractoAndExtractoWithNullAndExtractoWithNonEmptyString0,testExtractoWithTimeout4,407,0.8359038358354812
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,testExtractoAndExtractoWithNullAndExtractoWithNonEmptyString1,testExtractoWithTimeout5,402,0.8359038358354812
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,testExtractoAndExtractoWithNullAndExtractoWithNonEmptyString2,testExtractoWithTimeout6,346,0.8359038358354812
/Users/rsain/Downloads/tests/PDFnormalizadoServiceImpl_ESTest.java,testGenerarPdfNormalizadoThrowsRuntimeException,testGenerarPdfNormalizado,226,0.9322569789969904
/Users/rsain/Downloads/tests/PDFnormalizadoServiceImpl_ESTest.java,testGenerarPdfNormalizadoThrowsNullPointerException,testGenerarPdfNormalizadoWithNullInput,183,0.93480391069008
/Users/rsain/Downloads/tests/PDFnormalizadoServiceImpl_ESTest.java,testGenerarPdfNormalizadoThrowsException,testGenerarPdfNormalizadoWithException,466,0.9492923789529841
